    0.929116   -1.935280   -1.028860    0.000000    0.000000    0.000000    0.010000    0.000000
    1.722190   -0.988336   -0.849934    0.000000    0.000000    0.000000    0.010000    0.000000
    1.021960    0.461192    0.305827    0.000000    0.000000    0.000000    0.010000    0.000000
    1.418270    1.607310    1.955730    0.000000    0.000000    0.000000    0.010000    0.000000
   -2.138310    0.916407    1.501140    0.000000    0.000000    0.000000    0.010000    0.000000
   -0.861620    1.255410   -1.793790    0.000000    0.000000    0.000000    0.010000    0.000000
   -0.854164    2.050100   -1.795730    0.000000    0.000000    0.000000    0.010000    0.000000
    2.373420    1.343790    1.226260    0.000000    0.000000    0.000000    0.010000    0.000000
   -1.367500   -2.345580    1.909360    0.000000    0.000000    0.000000    0.010000    0.000000
   -2.460820   -0.618422   -0.267885    0.000000    0.000000    0.000000    0.010000    0.000000
   -1.595720   -1.455500    1.733840    0.000000    0.000000    0.000000    0.010000    0.000000
    0.079832   -2.271380    1.177190    0.000000    0.000000    0.000000    0.010000    0.000000
   -0.450641   -0.115522   -0.169427    0.000000    0.000000    0.000000    0.010000    0.000000
    0.454956   -2.425860    2.100580    0.000000    0.000000    0.000000    0.010000    0.000000
    1.938060    1.467130   -1.968330    0.000000    0.000000    0.000000    0.010000    0.000000
   -1.625620   -2.219730   -1.584850    0.000000    0.000000    0.000000    0.010000    0.000000
    2.293270   -0.981050    0.054873    0.000000    0.000000    0.000000    0.010000    0.000000
    1.430010   -0.294682   -0.370097    0.000000    0.000000    0.000000    0.010000    0.000000
    1.278410    1.722990    1.966160    0.000000    0.000000    0.000000    0.010000    0.000000
    0.394585    1.869550   -1.566770    0.000000    0.000000    0.000000    0.010000    0.000000
   -0.845637   -0.552219   -1.469460    0.000000    0.000000    0.000000    0.010000    0.000000
    2.297720   -1.905380    0.000142    0.000000    0.000000    0.000000    0.010000    0.000000
    0.628822    0.020432   -0.342255    0.000000    0.000000    0.000000    0.010000    0.000000
